library char
8.1064; 4.8036; 1.2888;
8.0699; 4.8071; 1.2931;
8.0253; 4.8011; 1.2908;
8.1317; 4.8467; 1.2983;
8.1461; 4.8916; 1.3004;
16.8710; 9.5824; 2.3358;
17.0338; 9.5785; 2.2719;
16.2645; 9.6413; 2.3015;
17.0852; 9.6124; 2.2922;
17.1628; 9.5867; 2.2791;
22.6080; 14.1117; 3.1333;
22.9310; 14.1196; 3.1444;
23.1048; 14.1037; 3.1348;
22.6680; 14.1424; 3.1341;
22.4953; 14.0350; 3.1264;
38.3802; 22.6790; 5.6890;
36.8367; 22.6967; 5.5759;
37.4176; 22.5600; 5.5288;
37.3492; 22.6873; 5.6097;
38.1047; 22.4222; 5.5197;
44.6519; 26.9887; 6.0247;
45.3580; 27.5766; 6.0801;
45.3874; 27.0495; 5.9988;
45.3699; 27.5177; 6.0932;
44.2948; 27.1778; 6.0410;
49.3409; 32.1330; 6.3974;
49.2671; 31.5675; 6.4387;
49.3722; 32.4057; 6.3410;
50.8714; 32.5382; 6.4502;
48.8193; 32.0349; 6.3708;
54.1707; 36.6255; 6.8868;
54.0440; 36.6965; 7.1554;
54.8574; 36.7471; 6.6382;
54.8850; 37.8070; 6.7426;
54.6465; 37.7607; 7.8090;
64.1333; 42.1361; 8.6419;
63.8944; 42.7863; 8.5880;
63.5770; 43.3445; 8.5176;
63.4322; 42.5754; 8.6624;
64.3432; 42.2125; 8.6195;
8.0512; 4.8547; 1.3824;
8.0126; 4.7887; 1.3753;
7.9463; 4.8521; 1.3826;
7.9295; 4.8597; 1.3782;
7.9514; 4.8879; 1.3802;
14.7305; 9.6054; 2.4738;
15.5331; 9.4583; 2.4548;
14.6405; 9.1778; 2.4340;
15.1702; 9.5243; 2.4659;
15.1701; 9.4797; 2.4458;
20.3759; 14.3268; 3.1874;
21.8529; 12.4461; 3.4236;
20.7292; 13.1840; 3.4205;
20.4094; 14.2406; 3.2549;
21.7443; 12.4726; 3.4190;
32.7569; 22.9289; 5.4789;
37.9171; 22.8629; 5.4422;
37.4500; 22.8542; 5.4769;
38.0234; 22.8882; 5.4673;
33.1640; 22.9472; 5.4958;
44.7907; 28.3304; 6.1913;
45.3668; 25.5361; 6.1641;
46.2855; 28.3553; 6.0908;
46.4219; 28.3080; 6.1370;
45.2869; 28.3556; 6.1588;
48.5782; 33.5243; 6.7340;
50.6573; 33.6526; 6.6814;
50.8472; 33.6104; 6.7514;
48.3446; 33.4095; 6.9228;
49.9410; 33.6380; 6.7685;
53.6550; 35.6968; 8.1519;
54.2942; 35.7669; 8.1220;
53.3973; 35.6800; 8.1531;
56.3291; 37.9477; 8.1403;
52.9887; 35.7199; 8.1011;
63.7807; 42.1400; 10.4320;
64.2328; 43.2748; 10.4619;
60.3168; 43.7694; 10.2069;
64.1205; 43.5907; 10.0054;
63.9952; 41.4252; 9.6092;
library int
8.0675; 4.8197; 1.3099;
8.0089; 4.8564; 1.3146;
8.1202; 4.8417; 1.3091;
7.9844; 4.8196; 1.3076;
8.0898; 4.8072; 1.3129;
16.3426; 9.3708; 2.2925;
16.6148; 9.6165; 2.3525;
16.6913; 9.6333; 2.3407;
16.5469; 9.6485; 2.3492;
16.2904; 9.6045; 2.3475;
23.8303; 14.0567; 3.1311;
24.2379; 14.1264; 3.1193;
23.4297; 14.0844; 3.1159;
23.9985; 14.0978; 3.1227;
23.4385; 14.0785; 3.1242;
37.9059; 22.8991; 5.8112;
38.2363; 22.8263; 5.9148;
37.6983; 22.9412; 5.8578;
38.2165; 22.8567; 5.9091;
37.4252; 22.8792; 5.9036;
45.0463; 28.1723; 6.3912;
45.3398; 28.1029; 6.3140;
45.3861; 28.2296; 6.2317;
44.8668; 28.2394; 6.3036;
45.9481; 28.2534; 6.1885;
50.5350; 33.5531; 6.5760;
51.0350; 33.5323; 7.0055;
50.7133; 33.5311; 6.6050;
50.5473; 33.4694; 6.9369;
50.7214; 33.4978; 6.6436;
55.1603; 38.4099; 8.2247;
55.7659; 38.5284; 8.2039;
55.2774; 38.2986; 8.2733;
55.2595; 38.3252; 8.2177;
55.6308; 38.4152; 7.5811;
65.4253; 43.8410; 9.1884;
65.3691; 43.9001; 9.1735;
65.2152; 44.0375; 9.3204;
64.7395; 43.5878; 9.2608;
64.8808; 43.9754; 9.1105;
7.9241; 4.7895; 1.3773;
7.9099; 4.7999; 1.3679;
7.8853; 4.8085; 1.3790;
7.8785; 4.7889; 1.3708;
7.8700; 4.7910; 1.3773;
14.3088; 9.1686; 2.2872;
14.2948; 9.1395; 2.4189;
16.5729; 9.1802; 2.4162;
14.2935; 9.1460; 2.4105;
14.3283; 9.1590; 2.4155;
24.0280; 13.7418; 3.4471;
24.0054; 14.0592; 3.3167;
24.3297; 14.0797; 3.3105;
24.1295; 14.0712; 3.3062;
24.8694; 14.0677; 3.3195;
37.5897; 22.8686; 5.4826;
35.1018; 22.8845; 5.4630;
37.4608; 22.8873; 5.4261;
37.6588; 22.9038; 5.4598;
37.2625; 22.8733; 5.6816;
45.8339; 27.9508; 5.9695;
45.8325; 26.8256; 6.1567;
45.7506; 26.8646; 6.2074;
46.0838; 28.3303; 5.9756;
45.9421; 27.8721; 5.9614;
50.0266; 30.1813; 6.6232;
49.8809; 33.3670; 6.8324;
50.2018; 30.7008; 6.4813;
50.1518; 33.3635; 6.8208;
50.1668; 33.3871; 6.6851;
53.9513; 35.8091; 8.0251;
49.9664; 34.7517; 8.0203;
54.0263; 35.7600; 8.0247;
53.5660; 36.0413; 8.1035;
53.1936; 35.7375; 8.0045;
60.4804; 41.5229; 10.3698;
60.2786; 41.4862; 10.4423;
60.6011; 41.5683; 10.5005;
60.5218; 41.4204; 10.4524;
60.5477; 41.5247; 10.5011;
library long long
8.1150; 4.8161; 1.3094;
8.1196; 4.8243; 1.3055;
8.0443; 4.9713; 1.3073;
8.0801; 4.9014; 1.3054;
8.0974; 4.8231; 1.3043;
16.3124; 9.6059; 2.3325;
16.4016; 9.6185; 2.3340;
16.7879; 9.6120; 2.3138;
17.1090; 9.6134; 2.3203;
16.5711; 9.5972; 2.3559;
24.4010; 14.0598; 3.1167;
23.6552; 14.1085; 3.1090;
23.5383; 14.0777; 3.1250;
23.2876; 14.0470; 3.1986;
24.2345; 14.0886; 3.1142;
37.3038; 22.8837; 5.8584;
38.2854; 22.8826; 5.9157;
37.3760; 22.8393; 5.8616;
38.6914; 22.8101; 5.8509;
37.9328; 22.8521; 5.8417;
44.6649; 28.2027; 6.3494;
44.1753; 28.1038; 6.3209;
45.3713; 28.2578; 6.4624;
44.8916; 28.0650; 6.2844;
46.5178; 28.1495; 6.3038;
50.9602; 33.4358; 6.7070;
50.7541; 33.4167; 6.7062;
50.7396; 33.4371; 6.6922;
50.9569; 33.4532; 6.6310;
51.0856; 33.5624; 6.7334;
55.3787; 38.5153; 8.2397;
55.5081; 38.3267; 8.1597;
55.3599; 38.4906; 8.1454;
55.4428; 38.3808; 8.2556;
54.9275; 38.5136; 8.1333;
64.6822; 43.7908; 9.4852;
64.8725; 43.2177; 9.1891;
64.9932; 44.0021; 9.3748;
65.1220; 43.8322; 9.3858;
64.7796; 43.7625; 9.4245;
8.0164; 4.7734; 1.3668;
8.0247; 4.7768; 1.3642;
8.0138; 4.7754; 1.3666;
8.0021; 4.7949; 1.3681;
8.0058; 4.7740; 1.3666;
13.5240; 9.6163; 2.2417;
13.7300; 9.4533; 2.3803;
13.4221; 9.4862; 2.5024;
13.5821; 9.5629; 2.3089;
13.4450; 9.3951; 2.3539;
20.3878; 14.0174; 3.3720;
20.0271; 14.0601; 3.1973;
20.6760; 14.0934; 3.4026;
20.4356; 14.0629; 3.2915;
20.4015; 14.0592; 3.3090;
37.7773; 22.8539; 5.1745;
36.8633; 22.8928; 5.1986;
37.5629; 22.8666; 5.4975;
34.0779; 22.8698; 5.3829;
37.8498; 22.8568; 5.4530;
44.2944; 28.2475; 6.0963;
44.3128; 28.2115; 6.1119;
45.3432; 28.2539; 6.0939;
44.3374; 28.1529; 6.0708;
43.9259; 28.2215; 5.9030;
43.0236; 33.5224; 6.7177;
42.7357; 33.5412; 6.7747;
42.4149; 33.5239; 6.7606;
43.0404; 33.5275; 6.5858;
42.8856; 33.5231; 6.7702;
49.9507; 36.5327; 8.1502;
