k;d;avg;% of mispr
91;4;34.27183;0.183632
91;5;35.60785;0.157456
91;6;35.929196;0.137762
91;7;38.08895;0.122411
91;8;40.096124;0.11029
91;9;43.142822;0.100254
91;10;38.513812;0.09185
92;0;31.112664;0.544889
92;1;31.20269;0.363295
92;2;32.468984;0.272372
92;3;33.22616;0.217858
92;4;34.625392;0.181599
92;5;35.767034;0.155756
92;6;35.860452;0.136262
92;7;37.936148;0.121155
92;8;40.049072;0.10902
92;9;42.519388;0.099372
92;10;38.441598;0.090875
93;0;31.163772;0.539139
93;1;31.870086;0.359429
93;2;32.594124;0.269472
93;3;34.332908;0.215598
93;4;34.139072;0.179649
93;5;34.748588;0.154113
93;6;35.907568;0.134812
93;7;38.088746;0.119811
93;8;40.35857;0.10783
93;9;43.24494;0.098127
93;10;38.558336;0.089908
94;0;30.623152;0.533139
94;1;31.902114;0.355562
94;2;32.31242;0.266722
94;3;34.110418;0.213558
94;4;34.261274;0.177815
94;5;35.808826;0.152456
94;6;35.921374;0.133362
94;7;38.074312;0.118577
94;8;39.58701;0.1067
94;9;42.591566;0.097036
94;10;38.045602;0.088983
95;0;31.06933;0.527889
95;1;31.402602;0.351729
95;2;32.57954;0.263822
95;3;33.990362;0.211078
95;4;33.749026;0.175915
95;5;35.65833;0.150813
95;6;35.8903;0.131962
95;7;37.9834;0.117355
95;8;39.86893;0.1056
95;9;42.947792;0.0961
95;10;38.327294;0.088008
96;0;31.033374;0.52219
96;1;31.464476;0.348229
96;2;32.697088;0.261097
96;3;33.801358;0.209018
96;4;34.537248;0.174099
96;5;35.660956;0.149299
96;6;35.214886;0.130712
96;7;37.766596;0.116311
96;8;39.965422;0.10458
96;9;42.244674;0.094972
96;10;38.503828;0.0871
97;0;30.573422;0.51674
97;1;31.341292;0.344462
97;2;32.522054;0.258422
97;3;34.161122;0.206818
97;4;34.591386;0.172316
97;5;35.150884;0.147713
97;6;35.61027;0.129287
97;7;37.929338;0.114877
97;8;40.006942;0.10343
97;9;42.747014;0.094063
97;10;38.454476;0.086225
98;0;31.095092;0.51139
98;1;31.728308;0.340962
98;2;32.580784;0.255722
98;3;33.89351;0.204718
98;4;34.010168;0.170499
98;5;35.642178;0.146242
98;6;35.888976;0.127949
98;7;38.024044;0.113766
98;8;40.107442;0.10243
98;9;42.934738;0.093072
98;10;38.769238;0.085308
99;0;31.104792;0.50634
99;1;32.021504;0.337562
99;2;32.58264;0.253147
99;3;33.5024;0.202758
99;4;34.582386;0.168866
99;5;35.726056;0.144799
99;6;35.886556;0.126574
99;7;37.911068;0.112633
99;8;39.446346;0.10137
99;9;43.123142;0.092136
99;10;38.39347;0.084466
